,,,,
19,20,30,7935,1
19,20,31,8885,1
19,20,32,9819,1
19,20,32,10218,1
19,20,33,10737,1
19,20,34,11688,1
19,20,35,12569,1
19,20,35,13403,1
19,20,36,14254,1
19,20,37,15488,1
